source,target,status_code,group,note
/specifications/astm/astm-b695/index.html,/pages/specifications/astm/astm-b695.html,301,historical-specification,ASTM B695
/specifications/astm/astm-b708/index.html,/pages/specifications/astm/astm-b708.html,301,historical-specification,ASTM B708
/specifications/astm/astm-b805/index.html,/pages/specifications/astm/astm-b805.html,301,historical-specification,ASTM B805
/specifications/astm/astm-b865/index.html,/pages/specifications/astm/astm-b865.html,301,historical-specification,ASTM B865
/specifications/astm/astm-b98/index.html,/pages/specifications/astm/astm-b98-b98m.html,301,historical-specification,ASTM B98/B98M
/specifications/astm/astm-f1554/index.html,/pages/specifications/astm/astm-f1554.html,301,historical-specification,ASTM F1554
/specifications/astm/astm-f1941-f1941m/index.html,/pages/specifications/astm/astm-f1941-f1941m.html,301,historical-specification,ASTM F1941/F1941M
/specifications/astm/astm-f2281/index.html,/pages/specifications/astm/astm-f2281.html,301,historical-specification,ASTM F2281
/specifications/astm/astm-f2329-f2329m/index.html,/pages/specifications/astm/astm-f2329-f2329m.html,301,historical-specification,ASTM F2329/F2329M
/specifications/astm/astm-f3125-f3125m/index.html,/pages/specifications/astm/astm-f3125-f3125m.html,301,historical-specification,ASTM F3125/F3125M
/specifications/astm/astm-f436-f436m/index.html,/pages/specifications/astm/astm-f436-f436m.html,301,historical-specification,ASTM F436/F436M
/specifications/astm/astm-f467/index.html,/pages/specifications/astm/astm-f467.html,301,historical-specification,ASTM F467
/specifications/astm/astm-f468/index.html,/pages/specifications/astm/astm-f468.html,301,historical-specification,ASTM F468
/specifications/astm/astm-f593/index.html,/pages/specifications/astm/astm-f593.html,301,historical-specification,ASTM F593
/specifications/astm/astm-f594/index.html,/pages/specifications/astm/astm-f594.html,301,historical-specification,ASTM F594
/specifications/astm/astm-f837/index.html,/pages/specifications/astm/astm-f837.html,301,historical-specification,ASTM F837
/specifications/astm/astm-f844/index.html,/pages/specifications/astm/astm-f844.html,301,historical-specification,ASTM F844
/specifications/astm/astm-f879/index.html,/pages/specifications/astm/astm-f879.html,301,historical-specification,ASTM F879
/specifications/astm/astm-f880/index.html,/pages/specifications/astm/astm-f880.html,301,historical-specification,ASTM F880
/specifications/astm/b927-b927m/index.html,/pages/specifications/astm/astm-b927-b927m.html,301,historical-specification,ASTM B927/B927M
/specifications/astm/b96-b96m/index.html,/pages/specifications/astm/astm-b96-b96m.html,301,historical-specification,ASTM B96/B96M
/specifications/astm/b99-b99m/index.html,/pages/specifications/astm/astm-b99-b99m.html,301,historical-specification,ASTM B99/B99M
/specifications/astm/f568m/index.html,/pages/specifications/astm/astm-f568m.html,301,historical-specification,ASTM F568M
/specifications/astm/f738m/index.html,/pages/specifications/astm/astm-f738m.html,301,historical-specification,ASTM F738M
/specifications/astm/f835m/index.html,/pages/specifications/astm/astm-f835m.html,301,historical-specification,ASTM F835M
/specifications/astm/f836m/index.html,/pages/specifications/astm/astm-f836m.html,301,historical-specification,ASTM F836M
/specifications/astm/f837m/index.html,/pages/specifications/astm/astm-f837m.html,301,historical-specification,ASTM F837M
/specifications/astm/f879m/index.html,/pages/specifications/astm/astm-f879m.html,301,historical-specification,ASTM F879M
/specifications/astm/f880m/index.html,/pages/specifications/astm/astm-f880m.html,301,historical-specification,ASTM F880M
/specifications/bs-en/1515-4-2021/index.html,/pages/specifications/bs-en/bs-en-1515-4.html,301,historical-specification,BS EN 1515-4:2021
/specifications/bs/3692-2014/index.html,/pages/specifications/bs/bs-3692.html,301,historical-specification,BS 3692:2014
/specifications/bs/4190-2014/index.html,/pages/specifications/bs/bs-4190.html,301,historical-specification,BS 4190:2014
/specifications/bs/bs-3076/index.html,/pages/specifications/bs/bs-3076.html,301,historical-specification,BS 3076:1989
/specifications/csa/csa-g40-21/index.html,/pages/specifications/csa/csa-g40-21-13-r2023.html,301,historical-specification,CSA G40.21-13 (R2023)
/specifications/din/din-17240/index.html,/pages/specifications/din/din-17240-1976-07.html,301,historical-specification,DIN 17240:1976-07
/specifications/en/en-10088-3/index.html,/pages/specifications/en/en-10088-3.html,301,historical-specification,EN 10088-3
/specifications/en/en-10095/index.html,/pages/specifications/en/en-10095.html,301,historical-specification,EN 10095:1999
/specifications/en/en-10269/index.html,/pages/specifications/en/en-10269.html,301,historical-specification,EN 10269:2013
/specifications/iso/iso-3506-1/index.html,/pages/specifications/iso/iso-3506-1.html,301,historical-specification,ISO 3506-1:2020
/specifications/iso/iso-3506-2/index.html,/pages/specifications/iso/iso-3506-2.html,301,historical-specification,ISO 3506-2:2020
/specifications/iso/iso-3506-3/index.html,/pages/specifications/iso/iso-3506-3.html,301,historical-specification,ISO 3506-3:2025
/specifications/iso/iso-3506-4/index.html,/pages/specifications/iso/iso-3506-4.html,301,historical-specification,ISO 3506-4:2025
/specifications/iso/iso-898-1/index.html,/pages/specifications/iso/iso-898-1.html,301,historical-specification,ISO 898-1:2013
/specifications/iso/iso-898-2/index.html,/pages/specifications/iso/iso-898-2.html,301,historical-specification,ISO 898-2:2022
/specifications/iso/iso-898-3/index.html,/pages/specifications/iso/iso-898-3.html,301,historical-specification,ISO 898-3:2018
/specifications/iso/iso-898-5/index.html,/pages/specifications/iso/iso-898-5.html,301,historical-specification,ISO 898-5:2012
/specifications/iso/iso-898-6/index.html,/pages/specifications/iso/iso-898-6.html,301,historical-specification,ISO 898-6:1994
/specifications/sae/sae-j429/index.html,/pages/specifications/sae/sae-j429.html,301,historical-specification,SAE J429
/specifications/sae/sae-j995/index.html,/pages/specifications/sae/sae-j995.html,301,historical-specification,SAE J995
/stainless-steel.html,/pages/products/stainless-steel/index.html,301,frontend-migration,legacy flat URL compatibility
/stainless-steels.html,/pages/products/stainless-steel/index.html,301,frontend-migration,legacy flat URL compatibility
/stainless_steel.html,/pages/products/stainless-steel/index.html,301,frontend-migration,legacy flat URL compatibility
/stainless_steel_material.html,/pages/technical-information/stainless-steel-material.html,301,frontend-migration,legacy flat URL compatibility
/standard-products.html,/pages/products/standard-products.html,301,frontend-migration,legacy flat URL compatibility
/strategic-industry.html,/pages/global-presence/global-presence.html,301,frontend-migration,legacy flat URL compatibility
/strategic_industry.html,/pages/global-presence/global-presence.html,301,frontend-migration,legacy flat URL compatibility
/stud.html,/pages/products/studs/index.html,301,frontend-migration,legacy flat URL compatibility
